     T(MeV)         phi_e         thetah           tnuh           nbh           a/a_i             N              P             H2            He4
 .1167780D+00  0.4030817D-08  0.2403537D-22  0.7905382D+00  0.2406378D-11  0.1082636D+03  0.1490569D+00  0.8509419D+00  0.2213895D-06  0.1409522D-06
 .1159302D+00  0.4106701D-08  0.2361785D-22  0.7892227D+00  0.2342612D-11  0.1092374D+03  0.1487966D+00  0.8512020D+00  0.2500999D-06  0.1539339D-06
 .1151206D+00  0.4182016D-08  0.2322331D-22  0.7879642D+00  0.2282914D-11  0.1101817D+03  0.1485432D+00  0.8514553D+00  0.2814919D-06  0.1676883D-06
 .1142966D+00  0.4261670D-08  0.2282598D-22  0.7866816D+00  0.2223349D-11  0.1111573D+03  0.1482801D+00  0.8517183D+00  0.3180733D-06  0.1832256D-06
 .1134592D+00  0.4345900D-08  0.2242648D-22  0.7853764D+00  0.2164024D-11  0.1121642D+03  0.1480073D+00  0.8519909D+00  0.3608293D-06  0.2008205D-06
 .1126587D+00  0.4429655D-08  0.2204873D-22  0.7841276D+00  0.2108453D-11  0.1131414D+03  0.1477413D+00  0.8522567D+00  0.4078210D-06  0.2195678D-06
 .1118450D+00  0.4518231D-08  0.2166880D-22  0.7828571D+00  0.2053081D-11  0.1141499D+03  0.1474654D+00  0.8525324D+00  0.4627571D-06  0.2408275D-06
 .1110429D+00  0.4609104D-08  0.2129835D-22  0.7816042D+00  0.1999594D-11  0.1151591D+03  0.1471881D+00  0.8528095D+00  0.5251593D-06  0.2642586D-06
 .1102523D+00  0.4702339D-08  0.2093709D-22  0.7803688D+00  0.1947918D-11  0.1161689D+03  0.1469092D+00  0.8530881D+00  0.5960506D-06  0.2901064D-06
 .1094729D+00  0.4798003D-08  0.2058473D-22  0.7791508D+00  0.1897979D-11  0.1171793D+03  0.1466288D+00  0.8533682D+00  0.6765950D-06  0.3186489D-06
 .1086812D+00  0.4899176D-08  0.2023072D-22  0.7779140D+00  0.1848271D-11  0.1182208D+03  0.1463383D+00  0.8536583D+00  0.7710775D-06  0.3512090D-06
 .1079010D+00  0.5003076D-08  0.1988559D-22  0.7766956D+00  0.1800260D-11  0.1192629D+03  0.1460463D+00  0.8539499D+00  0.8788668D-06  0.3873601D-06
 .1071318D+00  0.5109780D-08  0.1954905D-22  0.7754954D+00  0.1753879D-11  0.1203054D+03  0.1457526D+00  0.8542431D+00  0.1001852D-05  0.4275559D-06
 .1063736D+00  0.5219370D-08  0.1922085D-22  0.7743134D+00  0.1709061D-11  0.1213483D+03  0.1454574D+00  0.8545379D+00  0.1142190D-05  0.4723192D-06
 .1056042D+00  0.5335286D-08  0.1889143D-22  0.7731154D+00  0.1664491D-11  0.1224222D+03  0.1451518D+00  0.8548428D+00  0.1307389D-05  0.5238088D-06
 .1048673D+00  0.5450992D-08  0.1857937D-22  0.7719698D+00  0.1622656D-11  0.1234657D+03  0.1448534D+00  0.8551406D+00  0.1490903D-05  0.5798038D-06
 .1040983D+00  0.5576935D-08  0.1825721D-22  0.7707762D+00  0.1579864D-11  0.1245709D+03  0.1445358D+00  0.8554574D+00  0.1713592D-05  0.6464351D-06
 .1033613D+00  0.5702865D-08  0.1795189D-22  0.7696348D+00  0.1539685D-11  0.1256455D+03  0.1442253D+00  0.8557670D+00  0.1962197D-05  0.7195244D-06
 .1026141D+00  0.5836086D-08  0.1764571D-22  0.7684802D+00  0.1499762D-11  0.1267510D+03  0.1439042D+00  0.8560871D+00  0.2255881D-05  0.8045681D-06
 .1018979D+00  0.5969307D-08  0.1735545D-22  0.7673763D+00  0.1462258D-11  0.1278258D+03  0.1435905D+00  0.8563997D+00  0.2583821D-05  0.8983451D-06
 .1011716D+00  0.6110256D-08  0.1706427D-22  0.7662600D+00  0.1424975D-11  0.1289314D+03  0.1432660D+00  0.8567228D+00  0.2971318D-05  0.1008066D-05
 .1004359D+00  0.6259391D-08  0.1677255D-22  0.7651326D+00  0.1387967D-11  0.1300676D+03  0.1429308D+00  0.8570565D+00  0.3430680D-05  0.1137203D-05
 .9971074D-01  0.6412994D-08  0.1648825D-22  0.7640253D+00  0.1352232D-11  0.1312037D+03  0.1425939D+00  0.8573917D+00  0.3961594D-05  0.1285833D-05
 .9901519D-01  0.6566867D-08  0.1621853D-22  0.7629671D+00  0.1318635D-11  0.1323090D+03  0.1422643D+00  0.8577192D+00  0.4557499D-05  0.1452487D-05
 .9829145D-01  0.6734172D-08  0.1594097D-22  0.7618703D+00  0.1284375D-11  0.1334755D+03  0.1419145D+00  0.8580665D+00  0.5284731D-05  0.1656305D-05
 .9759686D-01  0.6902045D-08  0.1567753D-22  0.7608221D+00  0.1252154D-11  0.1346110D+03  0.1415722D+00  0.8584061D+00  0.6104983D-05  0.1887423D-05
 .9689363D-01  0.7079727D-08  0.1541376D-22  0.7597657D+00  0.1220184D-11  0.1357768D+03  0.1412187D+00  0.8587563D+00  0.7081047D-05  0.2164787D-05
 .9620047D-01  0.7262925D-08  0.1515664D-22  0.7587295D+00  0.1189303D-11  0.1369423D+03  0.1408634D+00  0.8591079D+00  0.8214259D-05  0.2490593D-05
 .9551715D-01  0.7451819D-08  0.1490597D-22  0.7577131D+00  0.1159467D-11  0.1381073D+03  0.1405061D+00  0.8594608D+00  0.9530073D-05  0.2874506D-05
 .9482587D-01  0.7651804D-08  0.1465520D-22  0.7566904D+00  0.1129887D-11  0.1393025D+03  0.1401374D+00  0.8598243D+00  0.1110147D-04  0.3341288D-05
 .9416188D-01  0.7852821D-08  0.1441697D-22  0.7557137D+00  0.1102038D-11  0.1404665D+03  0.1397762D+00  0.8601795D+00  0.1288311D-04  0.3881718D-05
 .9349001D-01  0.8065662D-08  0.1417856D-22  0.7547312D+00  0.1074413D-11  0.1416604D+03  0.1394033D+00  0.8605452D+00  0.1501129D-04  0.4542994D-05
 .9281080D-01  0.8291068D-08  0.1394023D-22  0.7537443D+00  0.1047047D-11  0.1428843D+03  0.1390186D+00  0.8609213D+00  0.1756207D-04  0.5358168D-05
 .9215800D-01  0.8518005D-08  0.1371371D-22  0.7528020D+00  0.1021268D-11  0.1440769D+03  0.1386412D+00  0.8612888D+00  0.2046843D-04  0.6316956D-05
 .9149794D-01  0.8758365D-08  0.1348718D-22  0.7518557D+00  0.9957157D-12  0.1452992D+03  0.1382516D+00  0.8616663D+00  0.2395264D-04  0.7508435D-05
 .9083112D-01  0.9013001D-08  0.1326089D-22  0.7509067D+00  0.9704194D-12  0.1465512D+03  0.1378494D+00  0.8620538D+00  0.2814395D-04  0.9002557D-05
 .9018986D-01  0.9269777D-08  0.1304569D-22  0.7500009D+00  0.9465766D-12  0.1477718D+03  0.1374541D+00  0.8624319D+00  0.3294285D-04  0.1079512D-04
 .8954190D-01  0.9541834D-08  0.1283064D-22  0.7490928D+00  0.9229597D-12  0.1490219D+03  0.1370456D+00  0.8628193D+00  0.3871669D-04  0.1306812D-04
 .8890319D-01  0.9823179D-08  0.1262101D-22  0.7482049D+00  0.9001404D-12  0.1502710D+03  0.1366334D+00  0.8632060D+00  0.4550770D-04  0.1590467D-04
 .8827352D-01  0.1011414D-07  0.1241661D-22  0.7473370D+00  0.8780859D-12  0.1515189D+03  0.1362171D+00  0.8635915D+00  0.5349558D-04  0.1946734D-04
 .8763768D-01  0.1042254D-07  0.1221249D-22  0.7464682D+00  0.8562537D-12  0.1527962D+03  0.1357855D+00  0.8639845D+00  0.6314047D-04  0.2409500D-04
 .8701093D-01  0.1074178D-07  0.1201352D-22  0.7456196D+00  0.8351588D-12  0.1540723D+03  0.1353482D+00  0.8643746D+00  0.7453101D-04  0.3001837D-04
 .8639308D-01  0.1107225D-07  0.1181953D-22  0.7447910D+00  0.8147708D-12  0.1553471D+03  0.1349038D+00  0.8647606D+00  0.8798307D-04  0.3764960D-04
 .8576954D-01  0.1142267D-07  0.1162591D-22  0.7439628D+00  0.7945993D-12  0.1566509D+03  0.1344401D+00  0.8651498D+00  0.1042804D-03  0.4781057D-04
 .8515495D-01  0.1178576D-07  0.1143718D-22  0.7431548D+00  0.7751083D-12  0.1579534D+03  0.1339655D+00  0.8655310D+00  0.1236007D-03  0.6114353D-04
 .8454909D-01  0.1216200D-07  0.1125318D-22  0.7423666D+00  0.7562697D-12  0.1592545D+03  0.1334775D+00  0.8659013D+00  0.1465007D-03  0.7873502D-04
 .8393801D-01  0.1256111D-07  0.1106963D-22  0.7415801D+00  0.7376402D-12  0.1605843D+03  0.1329603D+00  0.8662651D+00  0.1743233D-03  0.1026855D-03
 .8333570D-01  0.1297506D-07  0.1089071D-22  0.7408135D+00  0.7196379D-12  0.1619126D+03  0.1324202D+00  0.8666083D+00  0.2074075D-03  0.1347966D-03
 .8274197D-01  0.1340442D-07  0.1071627D-22  0.7400665D+00  0.7022369D-12  0.1632394D+03  0.1318503D+00  0.8669240D+00  0.2467236D-03  0.1780167D-03
 .8215664D-01  0.1384979D-07  0.1054616D-22  0.7393387D+00  0.6854121D-12  0.1645645D+03  0.1312416D+00  0.8672027D+00  0.2934035D-03  0.2363762D-03
 .8156651D-01  0.1432247D-07  0.1037652D-22  0.7386137D+00  0.6687765D-12  0.1659182D+03  0.1305661D+00  0.8674365D+00  0.3501270D-03  0.3174653D-03
 .8098480D-01  0.1481323D-07  0.1021112D-22  0.7379079D+00  0.6526947D-12  0.1672701D+03  0.1298199D+00  0.8676005D+00  0.4175267D-03  0.4281911D-03
 .8039867D-01  0.1533430D-07  0.1004629D-22  0.7372059D+00  0.6368043D-12  0.1686503D+03  0.1289593D+00  0.8676710D+00  0.4993392D-03  0.5834507D-03
 .7983344D-01  0.1586380D-07  0.9889040D-23  0.7365378D+00  0.6217737D-12  0.1699988D+03  0.1279898D+00  0.8676119D+00  0.5940214D-03  0.7916826D-03
 .7926380D-01  0.1642605D-07  0.9732264D-23  0.7358735D+00  0.6069134D-12  0.1713754D+03  0.1268245D+00  0.8673758D+00  0.7079561D-03  0.1083187D-02
 .7869012D-01  0.1702331D-07  0.9576084D-23  0.7352137D+00  0.5922346D-12  0.1727800D+03  0.1253917D+00  0.8668890D+00  0.8444994D-03  0.1492591D-02
 .7812468D-01  0.1764453D-07  0.9423815D-23  0.7345728D+00  0.5780446D-12  0.1741828D+03  0.1236344D+00  0.8660723D+00  0.1003309D-02  0.2054117D-02
 .7756731D-01  0.1829068D-07  0.9275330D-23  0.7339501D+00  0.5643231D-12  0.1755836D+03  0.1214527D+00  0.8648225D+00  0.1185465D-02  0.2817985D-02
 .7701783D-01  0.1896272D-07  0.9130503D-23  0.7333454D+00  0.5510506D-12  0.1769824D+03  0.1187273D+00  0.8630165D+00  0.1390519D-02  0.3845064D-02
 .7646464D-01  0.1967687D-07  0.8986246D-23  0.7327459D+00  0.5379400D-12  0.1784091D+03  0.1152447D+00  0.8604549D+00  0.1620641D-02  0.5237432D-02
 .7591935D-01  0.2042020D-07  0.8845557D-23  0.7321642D+00  0.5252600D-12  0.1798337D+03  0.1109161D+00  0.8570224D+00  0.1865341D-02  0.7051564D-02
 .7537065D-01  0.2121029D-07  0.8705497D-23  0.7315882D+00  0.5127413D-12  0.1812859D+03  0.1055061D+00  0.8524932D+00  0.2119534D-02  0.9405355D-02
 .7484079D-01  0.2201608D-07  0.8571665D-23  0.7310411D+00  0.5008777D-12  0.1827064D+03  0.9918059D-01  0.8469885D+00  0.2358950D-02  0.1223961D-01
 .7429672D-01  0.2289022D-07  0.8435688D-23  0.7304887D+00  0.4889231D-12  0.1841840D+03  0.9155496D-01  0.8401639D+00  0.2581537D-02  0.1573757D-01
 .7377115D-01  0.2378265D-07  0.8305715D-23  0.7299643D+00  0.4775902D-12  0.1856299D+03  0.8321913D-01  0.8325508D+00  0.2757580D-02  0.1963426D-01
 .7324246D-01  0.2473124D-07  0.8176329D-23  0.7294459D+00  0.4664004D-12  0.1871031D+03  0.7411689D-01  0.8241153D+00  0.2882288D-02  0.2395468D-01
 .7272129D-01  0.2571971D-07  0.8050108D-23  0.7289440D+00  0.4555732D-12  0.1885743D+03  0.6477399D-01  0.8153629D+00  0.2945609D-02  0.2844612D-01
 .7219729D-01  0.2677078D-07  0.7924516D-23  0.7284486D+00  0.4448875D-12  0.1900726D+03  0.5538874D-01  0.8065003D+00  0.2947551D-02  0.3300736D-01
 .7168079D-01  0.2786697D-07  0.7802003D-23  0.7279695D+00  0.4345487D-12  0.1915687D+03  0.4650201D-01  0.7980578D+00  0.2892411D-02  0.3736834D-01
 .7117162D-01  0.2901033D-07  0.7682466D-23  0.7275061D+00  0.4245423D-12  0.1930627D+03  0.3838043D-01  0.7903069D+00  0.2789908D-02  0.4138949D-01
 .7065987D-01  0.3022690D-07  0.7563549D-23  0.7270493D+00  0.4146680D-12  0.1945837D+03  0.3105575D-01  0.7832918D+00  0.2648175D-02  0.4504765D-01
 .7015542D-01  0.3149717D-07  0.7447526D-23  0.7266081D+00  0.4051116D-12  0.1961024D+03  0.2476466D-01  0.7772498D+00  0.2480427D-02  0.4821749D-01
 .6965812D-01  0.3282371D-07  0.7334301D-23  0.7261818D+00  0.3958600D-12  0.1976190D+03  0.1949279D-01  0.7721753D+00  0.2297105D-02  0.5089859D-01
 .6915846D-01  0.3423643D-07  0.7221684D-23  0.7257623D+00  0.3867313D-12  0.1991624D+03  0.1509363D-01  0.7679333D+00  0.2103284D-02  0.5315878D-01
 .6866592D-01  0.3571337D-07  0.7111785D-23  0.7253574D+00  0.3778940D-12  0.2007036D+03  0.1156665D-01  0.7645271D+00  0.1909700D-02  0.5499175D-01
 .6817125D-01  0.3728746D-07  0.7002516D-23  0.7249594D+00  0.3691773D-12  0.2022716D+03  0.8738977D-02  0.7617929D+00  0.1718382D-02  0.5648071D-01
 .6768366D-01  0.3893489D-07  0.6895890D-23  0.7245777D+00  0.3607387D-12  0.2038374D+03  0.6551228D-02  0.7596751D+00  0.1537074D-02  0.5765037D-01
 .6720299D-01  0.4065929D-07  0.6791811D-23  0.7242077D+00  0.3525669D-12  0.2054009D+03  0.4879706D-02  0.7580555D+00  0.1368400D-02  0.5855989D-01
 .6672038D-01  0.4249862D-07  0.6688341D-23  0.7238445D+00  0.3445070D-12  0.2069911D+03  0.3595965D-02  0.7568106D+00  0.1211092D-02  0.5927291D-01
 .6624466D-01  0.4442588D-07  0.6587348D-23  0.7234948D+00  0.3367018D-12  0.2085790D+03  0.2639416D-02  0.7558822D+00  0.1068983D-02  0.5981714D-01
 .6576721D-01  0.4648301D-07  0.6486979D-23  0.7231520D+00  0.3290058D-12  0.2101936D+03  0.1921114D-02  0.7551846D+00  0.9397808D-03  0.6023748D-01
 .6529660D-01  0.4864063D-07  0.6389012D-23  0.7228221D+00  0.3215530D-12  0.2118059D+03  0.1396187D-02  0.7546743D+00  0.8255608D-03  0.6055489D-01
 .6483267D-01  0.5090380D-07  0.6293366D-23  0.7225048D+00  0.3143333D-12  0.2134160D+03  0.1014440D-02  0.7543029D+00  0.7253335D-03  0.6079457D-01
 .6436717D-01  0.5332127D-07  0.6198319D-23  0.7221942D+00  0.3072147D-12  0.2150526D+03  0.7336224D-03  0.7540294D+00  0.6364616D-03  0.6097868D-01
 .6390832D-01  0.5585946D-07  0.6105524D-23  0.7218957D+00  0.3003186D-12  0.2166870D+03  0.5317493D-03  0.7538326D+00  0.5595176D-03  0.6111774D-01
 .6344808D-01  0.5857250D-07  0.6013335D-23  0.7216038D+00  0.2935207D-12  0.2183479D+03  0.3846381D-03  0.7536890D+00  0.4920745D-03  0.6122492D-01
 .6299442D-01  0.6142378D-07  0.5923328D-23  0.7213236D+00  0.2869351D-12  0.2200066D+03  0.2795835D-03  0.7535862D+00  0.4342164D-03  0.6130643D-01
 .6254720D-01  0.6442052D-07  0.5835430D-23  0.7210546D+00  0.2805532D-12  0.2216631D+03  0.2044566D-03  0.7535126D+00  0.3846674D-03  0.6136891D-01
 .6209874D-01  0.6762597D-07  0.5748111D-23  0.7207919D+00  0.2742620D-12  0.2233461D+03  0.1498128D-03  0.7534589D+00  0.3415919D-03  0.6141795D-01
 .6165667D-01  0.7099818D-07  0.5662836D-23  0.7205400D+00  0.2681650D-12  0.2250269D+03  0.1107124D-03  0.7534203D+00  0.3048239D-03  0.6145607D-01
 .6121351D-01  0.7460769D-07  0.5578143D-23  0.7202943D+00  0.2621561D-12  0.2267341D+03  0.8219601D-04  0.7533921D+00  0.2729161D-03  0.6148648D-01
 .6077668D-01  0.7840861D-07  0.5495429D-23  0.7200587D+00  0.2563324D-12  0.2284392D+03  0.6168251D-04  0.7533717D+00  0.2456739D-03  0.6151054D-01
 .6033891D-01  0.8247979D-07  0.5413299D-23  0.7198292D+00  0.2505939D-12  0.2301706D+03  0.4661244D-04  0.7533568D+00  0.2219952D-03  0.6153009D-01
 .5990740D-01  0.8677099D-07  0.5333084D-23  0.7196093D+00  0.2450320D-12  0.2319000D+03  0.3566574D-04  0.7533459D+00  0.2017114D-03  0.6154586D-01
 .5948202D-01  0.9129430D-07  0.5254722D-23  0.7193985D+00  0.2396396D-12  0.2336274D+03  0.2764337D-04  0.7533380D+00  0.1842689D-03  0.6155874D-01
 .5905582D-01  0.9614280D-07  0.5176913D-23  0.7191930D+00  0.2343256D-12  0.2353811D+03  0.2162449D-04  0.7533319D+00  0.1689768D-03  0.6156952D-01
 .5863568D-01  0.1012585D-06  0.5100898D-23  0.7189959D+00  0.2291732D-12  0.2371329D+03  0.1714726D-04  0.7533274D+00  0.1557414D-03  0.6157850D-01
 .5821484D-01  0.1067457D-06  0.5025435D-23  0.7188035D+00  0.2240967D-12  0.2389109D+03  0.1373382D-04  0.7533240D+00  0.1440577D-03  0.6158616D-01
 .5780000D-01  0.1125409D-06  0.4951707D-23  0.7186182D+00  0.2191741D-12  0.2406871D+03  0.1114979D-04  0.7533214D+00  0.1338681D-03  0.6159265D-01
 .5738458D-01  0.1187614D-06  0.4878529D-23  0.7184366D+00  0.2143247D-12  0.2424895D+03  0.9143459D-05  0.7533194D+00  0.1248038D-03  0.6159829D-01
 .5697509D-01  0.1253372D-06  0.4807029D-23  0.7182608D+00  0.2096219D-12  0.2442901D+03  0.7595110D-05  0.7533179D+00  0.1168343D-03  0.6160314D-01
 .5656515D-01  0.1324007D-06  0.4736074D-23  0.7180873D+00  0.2049897D-12  0.2461170D+03  0.6369223D-05  0.7533167D+00  0.1096890D-03  0.6160741D-01
 .5616106D-01  0.1398747D-06  0.4666742D-23  0.7179183D+00  0.2004969D-12  0.2479420D+03  0.5403973D-05  0.7533157D+00  0.1033560D-03  0.6161114D-01
 .5576270D-01  0.1477835D-06  0.4598981D-23  0.7177538D+00  0.1961381D-12  0.2497654D+03  0.4634931D-05  0.7533150D+00  0.9771612D-04  0.6161443D-01
 .5536396D-01  0.1562852D-06  0.4531734D-23  0.7175925D+00  0.1918439D-12  0.2516150D+03  0.4006614D-05  0.7533144D+00  0.9259708D-04  0.6161737D-01
 .5496496D-01  0.1654305D-06  0.4465022D-23  0.7174370D+00  0.1876152D-12  0.2534910D+03  0.3489235D-05  0.7533139D+00  0.8793901D-04  0.6162003D-01
 .5457168D-01  0.1751260D-06  0.4399827D-23  0.7172936D+00  0.1835131D-12  0.2553652D+03  0.3065593D-05  0.7533136D+00  0.8374918D-04  0.6162241D-01
 .5418398D-01  0.1854055D-06  0.4336099D-23  0.7171665D+00  0.1795328D-12  0.2572379D+03  0.2715042D-05  0.7533133D+00  0.7996524D-04  0.6162453D-01
 .5379609D-01  0.1964726D-06  0.4272876D-23  0.7170565D+00  0.1756132D-12  0.2591369D+03  0.2418093D-05  0.7533130D+00  0.7648609D-04  0.6162647D-01
 .5340813D-01  0.2083966D-06  0.4210173D-23  0.7169630D+00  0.1717553D-12  0.2610622D+03  0.2164857D-05  0.7533128D+00  0.7328072D-04  0.6162824D-01
 .5302572D-01  0.2210639D-06  0.4148885D-23  0.7168817D+00  0.1680131D-12  0.2629860D+03  0.1950362D-05  0.7533127D+00  0.7036205D-04  0.6162985D-01
 .5264875D-01  0.2345218D-06  0.4088969D-23  0.7168046D+00  0.1643823D-12  0.2649082D+03  0.1767121D-05  0.7533125D+00  0.6769537D-04  0.6163132D-01
 .5227176D-01  0.2490337D-06  0.4029543D-23  0.7167241D+00  0.1608081D-12  0.2668569D+03  0.1607210D-05  0.7533124D+00  0.6521704D-04  0.6163268D-01
 .5190013D-01  0.2644659D-06  0.3971442D-23  0.7166400D+00  0.1573396D-12  0.2688042D+03  0.1468772D-05  0.7533123D+00  0.6294095D-04  0.6163392D-01
 .5152855D-01  0.2811190D-06  0.3913823D-23  0.7165530D+00  0.1539252D-12  0.2707778D+03  0.1346480D-05  0.7533123D+00  0.6081563D-04  0.6163508D-01
 .5115713D-01  0.2991026D-06  0.3856700D-23  0.7164664D+00  0.1505652D-12  0.2727779D+03  0.1237977D-05  0.7533122D+00  0.5882812D-04  0.6163616D-01
 .5079102D-01  0.3182623D-06  0.3800853D-23  0.7163836D+00  0.1473044D-12  0.2747766D+03  0.1142554D-05  0.7533122D+00  0.5699136D-04  0.6163716D-01
 .5043012D-01  0.3386762D-06  0.3746242D-23  0.7163048D+00  0.1441390D-12  0.2767740D+03  0.1058164D-05  0.7533121D+00  0.5528956D-04  0.6163809D-01
 .5006940D-01  0.3607393D-06  0.3692097D-23  0.7162293D+00  0.1410234D-12  0.2787979D+03  0.9821631D-06  0.7533121D+00  0.5368787D-04  0.6163895D-01
 .4970898D-01  0.3846027D-06  0.3638429D-23  0.7161569D+00  0.1379580D-12  0.2808483D+03  0.9135080D-06  0.7533121D+00  0.5217871D-04  0.6163977D-01
 .4935370D-01  0.4100767D-06  0.3585951D-23  0.7160885D+00  0.1349824D-12  0.2828975D+03  0.8520951D-06  0.7533121D+00  0.5077350D-04  0.6164053D-01
 .4900347D-01  0.4372715D-06  0.3534627D-23  0.7160239D+00  0.1320933D-12  0.2849456D+03  0.7969271D-06  0.7533120D+00  0.4946232D-04  0.6164123D-01
 .4865353D-01  0.4667102D-06  0.3483751D-23  0.7159621D+00  0.1292502D-12  0.2870201D+03  0.7465361D-06  0.7533120D+00  0.4822042D-04  0.6164190D-01
 .4830400D-01  0.4986022D-06  0.3433333D-23  0.7159030D+00  0.1264532D-12  0.2891213D+03  0.7004081D-06  0.7533120D+00  0.4704311D-04  0.6164254D-01
 .4795945D-01  0.5327138D-06  0.3384025D-23  0.7158474D+00  0.1237376D-12  0.2912213D+03  0.6586193D-06  0.7533120D+00  0.4594016D-04  0.6164313D-01
 .4761534D-01  0.5696982D-06  0.3335165D-23  0.7157942D+00  0.1210663D-12  0.2933480D+03  0.6201596D-06  0.7533121D+00  0.4489185D-04  0.6164369D-01
 .4727614D-01  0.6092958D-06  0.3287376D-23  0.7157442D+00  0.1184725D-12  0.2954737D+03  0.5851356D-06  0.7533122D+00  0.4390714D-04  0.6164422D-01
 .4693743D-01  0.6522632D-06  0.3240026D-23  0.7156964D+00  0.1159210D-12  0.2976260D+03  0.5527491D-06  0.7533124D+00  0.4296899D-04  0.6164472D-01
 .4660353D-01  0.6983119D-06  0.3193710D-23  0.7156515D+00  0.1134434D-12  0.2997773D+03  0.5231192D-06  0.7533124D+00  0.4208562D-04  0.6164519D-01
 .4627016D-01  0.7483207D-06  0.3147823D-23  0.7156088D+00  0.1110064D-12  0.3019553D+03  0.4956051D-06  0.7533124D+00  0.4124222D-04  0.6164564D-01
 .4593739D-01  0.8026724D-06  0.3102372D-23  0.7155681D+00  0.1086100D-12  0.3041601D+03  0.4700218D-06  0.7533124D+00  0.4043654D-04  0.6164607D-01
 .4560938D-01  0.8610345D-06  0.3057914D-23  0.7155299D+00  0.1062830D-12  0.3063639D+03  0.4464857D-06  0.7533123D+00  0.3967570D-04  0.6164648D-01
 .4528201D-01  0.9245180D-06  0.3013882D-23  0.7154937D+00  0.1039949D-12  0.3085945D+03  0.4245214D-06  0.7533123D+00  0.3894751D-04  0.6164687D-01
 .4495930D-01  0.9927533D-06  0.2970808D-23  0.7154596D+00  0.1017728D-12  0.3108243D+03  0.4042414D-06  0.7533121D+00  0.3825851D-04  0.6164723D-01
 .4463726D-01  0.1067039D-05  0.2928149D-23  0.7154273D+00  0.9958799D-13  0.3130809D+03  0.3852532D-06  0.7533120D+00  0.3759794D-04  0.6164758D-01
 .4431980D-01  0.1146964D-05  0.2886415D-23  0.7153971D+00  0.9746589D-13  0.3153368D+03  0.3676630D-06  0.7533118D+00  0.3697178D-04  0.6164792D-01
 .4400303D-01  0.1234051D-05  0.2845085D-23  0.7153684D+00  0.9537947D-13  0.3176194D+03  0.3511435D-06  0.7533118D+00  0.3637051D-04  0.6164824D-01
 .4368703D-01  0.1329015D-05  0.2804166D-23  0.7153412D+00  0.9332868D-13  0.3199289D+03  0.3356155D-06  0.7533118D+00  0.3579293D-04  0.6164854D-01
 .4337553D-01  0.1431388D-05  0.2764133D-23  0.7153158D+00  0.9133678D-13  0.3222377D+03  0.3211723D-06  0.7533118D+00  0.3524428D-04  0.6164883D-01
 .4306481D-01  0.1543117D-05  0.2724500D-23  0.7152918D+00  0.8937894D-13  0.3245734D+03  0.3075593D-06  0.7533118D+00  0.3471650D-04  0.6164911D-01
 .4275493D-01  0.1665157D-05  0.2685271D-23  0.7152691D+00  0.8745507D-13  0.3269359D+03  0.2947184D-06  0.7533118D+00  0.3420864D-04  0.6164938D-01
 .4244949D-01  0.1796973D-05  0.2646892D-23  0.7152479D+00  0.8558645D-13  0.3292979D+03  0.2827311D-06  0.7533118D+00  0.3372530D-04  0.6164963D-01
 .4214837D-01  0.1939358D-05  0.2609338D-23  0.7152281D+00  0.8377107D-13  0.3316593D+03  0.2715221D-06  0.7533118D+00  0.3326484D-04  0.6164987D-01
 .4184465D-01  0.2096885D-05  0.2571739D-23  0.7152092D+00  0.8196661D-13  0.3340752D+03  0.2607881D-06  0.7533118D+00  0.3281581D-04  0.6165011D-01
 .4154526D-01  0.2267365D-05  0.2534955D-23  0.7151917D+00  0.8021395D-13  0.3364905D+03  0.2507345D-06  0.7533118D+00  0.3238772D-04  0.6165033D-01
 .4125014D-01  0.2451872D-05  0.2498960D-23  0.7151753D+00  0.7851121D-13  0.3389053D+03  0.2413040D-06  0.7533118D+00  0.3197923D-04  0.6165055D-01
 .4095589D-01  0.2653932D-05  0.2463336D-23  0.7151599D+00  0.7683809D-13  0.3413471D+03  0.2323474D-06  0.7533118D+00  0.3158478D-04  0.6165075D-01
 .4066258D-01  0.2875397D-05  0.2428087D-23  0.7151454D+00  0.7519443D-13  0.3438159D+03  0.2238358D-06  0.7533118D+00  0.3120382D-04  0.6165095D-01
 .4037024D-01  0.3118334D-05  0.2393216D-23  0.7151318D+00  0.7358009D-13  0.3463118D+03  0.2157424D-06  0.7533118D+00  0.3083581D-04  0.6165114D-01
 .4008208D-01  0.3382027D-05  0.2359095D-23  0.7151191D+00  0.7201186D-13  0.3488072D+03  0.2081233D-06  0.7533118D+00  0.3048404D-04  0.6165133D-01
 .3979491D-01  0.3671541D-05  0.2325341D-23  0.7151073D+00  0.7047160D-13  0.3513296D+03  0.2008646D-06  0.7533118D+00  0.3014390D-04  0.6165150D-01
 .3951182D-01  0.3986106D-05  0.2292310D-23  0.7150962D+00  0.6897515D-13  0.3538518D+03  0.1940179D-06  0.7533118D+00  0.2981842D-04  0.6165167D-01
 .3922972D-01  0.4331783D-05  0.2259634D-23  0.7150859D+00  0.6750537D-13  0.3564009D+03  0.1874833D-06  0.7533118D+00  0.2950344D-04  0.6165183D-01
 .3894865D-01  0.4711967D-05  0.2227316D-23  0.7150763D+00  0.6606209D-13  0.3589772D+03  0.1812436D-06  0.7533118D+00  0.2919856D-04  0.6165199D-01
 .3866865D-01  0.5130457D-05  0.2195357D-23  0.7150672D+00  0.6464512D-13  0.3615806D+03  0.1752824D-06  0.7533118D+00  0.2890343D-04  0.6165214D-01
